ACCL_0,ACCL_1,ACCL_2,date,GYRO_0,GYRO_1,GYRO_2,GPS5_2
10.112709832134293,-1.0815347721822541,1.1031175059952039,2020-06-24 19:57:33.250000+00:00,0.09052183173588925,-0.0308839190628328,-0.05324813631522897,39.684
9.752997601918466,-0.5059952038369304,1.369304556354916,2020-06-24 19:57:33.304000+00:00,0.013844515441959531,-0.010649627263045794,-0.0777422790202343,39.684
9.784172661870503,-0.6738609112709832,1.6354916067146283,2020-06-24 19:57:33.359000+00:00,-0.06922257720979766,-0.01597444089456869,-0.14164004259850904,39.684
9.817745803357314,-0.4364508393285372,1.7458033573141487,2020-06-24 19:57:33.414000+00:00,-0.09478168264110756,-0.029818956336528223,-0.14270500532481364,39.684
9.400479616306955,1.0863309352517985,1.5827338129496402,2020-06-24 19:57:33.468000+00:00,-0.10010649627263046,-0.03301384451544196,-0.1554845580404686,39.684
9.657074340527577,0.5755395683453237,1.9904076738609113,2020-06-24 19:57:33.523000+00:00,-0.07880724174653887,-0.022364217252396165,-0.15122470713525027,39.703
9.400479616306955,1.0071942446043165,2.1199040767386093,2020-06-24 19:57:33.578000+00:00,-0.012779552715654952,-0.01703940362087327,-0.09584664536741214,39.703
9.489208633093526,0.460431654676259,2.0047961630695443,2020-06-24 19:57:33.633000+00:00,0.058572949946751864,-0.005324813631522897,-0.07028753993610223,39.703
9.678657074340528,0.37889688249400477,1.484412470023981,2020-06-24 19:57:33.687000+00:00,0.08839190628328009,-0.003194888178913738,-0.04472843450479233,39.703
9.690647482014388,0.2733812949640288,1.6211031175059951,2020-06-24 19:57:33.742000+00:00,0.07135250266240682,-0.007454739084132056,-0.05218317358892439,39.716
9.796163069544365,0.20863309352517986,1.5587529976019185,2020-06-24 19:57:33.797000+00:00,0.0362087326943557,-0.004259850905218318,-0.059637912673056445,39.716
9.743405275779377,0.28776978417266186,1.4148681055155876,2020-06-24 19:57:33.851000+00:00,-0.0010649627263045794,-0.014909478168264111,-0.08306709265175719,39.716
9.743405275779377,0.1630695443645084,1.4484412470023982,2020-06-24 19:57:33.906000+00:00,-0.021299254526091587,-0.013844515441959531,-0.07987220447284345,39.716
9.731414868105515,0.5275779376498801,1.2853717026378897,2020-06-24 19:57:33.961000+00:00,-0.03727369542066028,-0.022364217252396165,-0.09584664536741214,39.716
9.748201438848922,0.2589928057553957,1.381294964028777,2020-06-24 19:57:34.016000+00:00,-0.055378061767838126,-0.01810436634717785,-0.09052183173588925,39.728
9.709832134292565,0.6546762589928058,1.3908872901678657,2020-06-24 19:57:34.070000+00:00,-0.055378061767838126,-0.01810436634717785,-0.09478168264110756,39.728
9.719424460431656,0.4628297362110312,1.34052757793765,2020-06-24 19:57:34.125000+00:00,-0.054313099041533544,-0.01703940362087327,-0.08839190628328009,39.728
9.649880095923262,0.6834532374100719,1.225419664268585,2020-06-24 19:57:34.180000+00:00,-0.04792332268370607,-0.019169329073482427,-0.08093716719914804,39.728
9.697841726618705,0.5707434052757794,1.2709832134292567,2020-06-24 19:57:34.234000+00:00,-0.039403620873269436,-0.014909478168264111,-0.06922257720979766,39.737
9.673860911270983,0.7290167865707434,1.235011990407674,2020-06-24 19:57:34.289000+00:00,-0.02875399361022364,-0.012779552715654952,-0.06070287539936102,39.737
9.712230215827338,0.7458033573141487,1.2565947242206235,2020-06-24 19:57:34.344000+00:00,-0.01703940362087327,-0.010649627263045794,-0.05324813631522897,39.737
9.707434052757794,0.6618705035971223,1.1630695443645085,2020-06-24 19:57:34.399000+00:00,0.0,-0.006389776357827476,-0.0362087326943557,39.737
9.654676258992806,0.7386091127098321,1.1870503597122302,2020-06-24 19:57:34.453000+00:00,0.01810436634717785,-0.003194888178913738,-0.03194888178913738,39.737
9.764988009592326,0.6354916067146283,1.1990407673860912,2020-06-24 19:57:34.508000+00:00,0.03514376996805112,0.0,-0.012779552715654952,39.748
9.688249400479616,0.7242206235011991,1.119904076738609,2020-06-24 19:57:34.563000+00:00,0.0362087326943557,0.0,-0.011714589989350373,39.748
9.721822541966427,0.6402877697841727,1.105515587529976,2020-06-24 19:57:34.618000+00:00,0.03301384451544196,0.0010649627263045794,-0.005324813631522897,39.748
9.75779376498801,0.6618705035971223,1.119904076738609,2020-06-24 19:57:34.672000+00:00,0.01810436634717785,-0.004259850905218318,-0.005324813631522897,39.748
9.712230215827338,0.5539568345323741,1.184652278177458,2020-06-24 19:57:34.727000+00:00,0.003194888178913738,0.0,-0.006389776357827476,39.76
9.729016786570744,0.7026378896882494,1.2949640287769784,2020-06-24 19:57:34.782000+00:00,-0.0010649627263045794,0.002129925452609159,-0.005324813631522897,39.76
9.688249400479616,0.6498800959232613,1.2877697841726619,2020-06-24 19:57:34.836000+00:00,0.0,0.002129925452609159,0.002129925452609159,39.76
9.685851318944843,0.6330935251798561,1.3093525179856116,2020-06-24 19:57:34.891000+00:00,0.002129925452609159,0.002129925452609159,0.008519701810436636,39.76
9.697841726618705,0.47961630695443647,1.3381294964028776,2020-06-24 19:57:34.946000+00:00,0.006389776357827476,0.003194888178913738,0.012779552715654952,39.76
9.738609112709833,0.38609112709832133,1.4364508393285371,2020-06-24 19:57:35.001000+00:00,0.010649627263045794,0.006389776357827476,0.014909478168264111,39.765
9.75779376498801,0.49160671462829736,1.460431654676259,2020-06-24 19:57:35.055000+00:00,0.025559105431309903,0.007454739084132056,0.019169329073482427,39.765
9.712230215827338,0.4172661870503597,1.4172661870503598,2020-06-24 19:57:35.110000+00:00,0.029818956336528223,0.005324813631522897,0.01703940362087327,39.765
9.673860911270983,0.4556354916067146,1.4508393285371703,2020-06-24 19:57:35.165000+00:00,0.03407880724174654,0.005324813631522897,0.021299254526091587,39.765
9.709832134292565,0.2949640287769784,1.525179856115108,2020-06-24 19:57:35.219000+00:00,0.03514376996805112,0.007454739084132056,0.022364217252396165,39.774
9.767386091127099,0.35731414868105515,1.539568345323741,2020-06-24 19:57:35.274000+00:00,0.038338658146964855,0.008519701810436636,0.021299254526091587,39.774
9.649880095923262,0.4244604316546763,1.4388489208633093,2020-06-24 19:57:35.329000+00:00,0.03301384451544196,0.006389776357827476,0.02023429179978701,39.774
9.695443645083932,0.4028776978417266,1.4724220623501199,2020-06-24 19:57:35.384000+00:00,0.026624068157614485,0.006389776357827476,0.01810436634717785,39.774
9.690647482014388,0.37170263788968827,1.5059952038369304,2020-06-24 19:57:35.438000+00:00,0.026624068157614485,0.004259850905218318,0.01597444089456869,39.774
9.721822541966427,0.2709832134292566,1.5827338129496402,2020-06-24 19:57:35.493000+00:00,0.026624068157614485,0.005324813631522897,0.013844515441959531,39.778
9.748201438848922,0.302158273381295,1.5635491606714629,2020-06-24 19:57:35.548000+00:00,0.022364217252396165,0.004259850905218318,0.011714589989350373,39.778
9.848920863309353,0.2637889688249401,1.6211031175059951,2020-06-24 19:57:35.602000+00:00,0.013844515441959531,0.003194888178913738,0.0010649627263045794,39.778
9.681055155875299,0.23501199040767387,1.3884892086330936,2020-06-24 19:57:35.657000+00:00,0.004259850905218318,-0.006389776357827476,0.006389776357827476,39.778
9.796163069544365,0.3381294964028777,1.3525179856115108,2020-06-24 19:57:35.712000+00:00,-0.004259850905218318,-0.005324813631522897,-0.0010649627263045794,39.794
9.762589928057555,0.3645083932853717,1.3597122302158273,2020-06-24 19:57:35.767000+00:00,-0.01810436634717785,-0.008519701810436636,-0.010649627263045794,39.794
9.613908872901678,0.4244604316546763,1.2805755395683454,2020-06-24 19:57:35.821000+00:00,-0.04153354632587859,-0.004259850905218318,-0.014909478168264111,39.794
9.731414868105515,0.5011990407673861,1.4460431654676258,2020-06-24 19:57:35.876000+00:00,-0.06070287539936102,-0.004259850905218318,-0.024494142705005325,39.794
9.781774580335732,0.7362110311750599,1.4628297362110312,2020-06-24 19:57:35.931000+00:00,-0.07348242811501597,-0.005324813631522897,-0.023429179978700747,39.794
9.6378896882494,0.5875299760191847,1.498800959232614,2020-06-24 19:57:35.959000+00:00,-0.055378061767838126,-0.006389776357827476,-0.011714589989350373,39.803
9.585131894484412,0.6666666666666666,1.498800959232614,2020-06-24 19:57:35.978000+00:00,-0.022364217252396165,0.0,0.005324813631522897,39.803
